freq,h
124.99999999999994,11.809174978211868
147.23486335037583,12.411142807301356
173.42483988643102,12.235693593155045
204.27346081791595,11.80678674744138
240.60940071707375,11.155801695020962
283.40873788315383,10.505703913630208
333.8211743562292,9.392670157977498
393.2009199184114,8.326762940399272
463.14306970743564,7.034666693726571
545.5264526403832,5.82753049043421
642.5641016681777,4.625307986583401
756.8627016237697,3.8370801824115617
891.4926115885764,3.582239318698717
1050.0703427609114,3.6948415757026254
1236.8557073974814,4.219542865889748
1456.8662485024056,5.228408673277922
1716.0120241442132,7.322685219711066
2021.2543670598016,11.235760948377921
2380.7928842432034,14.124958911958881
2804.285719816766,14.449844327899365
3303.1089980210563,13.331063753007939
3890.662415640218,9.723726931065514
4582.729192873852,4.27304768634986
5397.900051876481,0.1834468125603943
6358.072612136165,-1.3161529734787996
7489.039617757095,-2.0658364767831383
8821.181797968136,-1.5657417327848986
10390.283972901296,-3.5718510371946532
12238.496327373796,-10.864555134888384
14415.46667499965,-28.330561987355935
16979.674128203787,-64.99412190354101
20000.000000000004,-138.70048330995087
